author_id,speaker_name,speaker_occupation,speaker_description
3384,Jon Boogz and Lil Buck,Movement artist,"Jon Boogz is a movement artist, choreographer and director who seeks to push the evolution of dance."
3386,Marc Raibert,Roboticist,Marc Raibert is the founder and CEO of robot maker Boston Dynamics.
3387,John Koenig,Writer,John Koenig is writing an original dictionary of made-up words.
3388,Shah Rukh Khan,Actor,"With a fan following that runs into multi-millions, Shah Rukh Khan is at forefront of the Indian film industry and continues to rule at the box office in India."
3389,Peter Weinstock,Pediatric ICU doctor,"Dr. Peter Weinstock is an Intensive Care Unit physician and Director of the Pediatric Simulator Program at Boston Children's Hospital/Harvard Medical School. Peter and his team fuse medicine with state of the art special effects, puppeteering and 3D printing technologies to create lifelike simulations of complex surgeries."
3390,Dan Bell,Filmmaker,Dan Bell films urban decay.
3392,Stuart Russell,AI expert,"Stuart Russell wrote the standard text on AI; now he thinks deeply on AI's future -- and the future of us humans, too."
3394,Jack Conte,Musician,"With his membership platform Patreon, YouTube star Jack Conte may have solved a perennial problem of content creators -- getting paid for digital media."
3395,Kristin Poinar,Glaciologist,"Kristin Poinar uses remote sensing and numerical models to study the interaction of meltwater with ice flow, especially on the Greenland Ice Sheet."
3396,Tim Kruger,Geoengineering researcher,"Tim Kruger researches geoengineering: techniques to counteract climate change by deliberate, large-scale intervention in the earth system -- either by reflecting sunlight back into space or by reducing the level of carbon dioxide in the atmosphere."
3398,Joseph Redmon,Computer scientist,"Joseph Redmon works on the YOLO algorithm, which combines the simple face detection of your phone camera with a cloud-based AI -- in real time."
3399,Laolu Senbanjo,Artist,Laolu Senbanjo's motto is: “Everything is my canvas.”
3400,Manoush Zomorodi,Journalist,"As the host of the ""TED Radio Hour,"" Manoush Zomorodi explores fascinating ideas, astonishing inventions and new ways to think and create with the world's most remarkable minds."
3401,Levon Biss,Photographer,"With his ""Microsculpture"" series, Levon Biss photographs the incredible details of insects."
3402,Moshe Szyf,Epigeneticist,"Moshe Szyf's research is focused on understanding the broad implications of epigenetic mechanisms in human behavior, health and disease."
3403,Chuck Nice,Comedian,Chuck Nice is a radio and TV veteran with a passion for science communication and comedy.
3404,Katie Bouman,Imaging scientist,Katie Bouman is part of an international team of astronomers that's creating the world's largest telescope to take the very first picture of a black hole.
3405,Casey Brown,Pricing consultant,Casey Brown wants people to be paid well for their excellence.
3406,Ari Wallach,Futurist,Ari Wallach helps leaders more consciously and ethically shape tomorrow.
3407,Sebastián Bortnik,Information security specialist,Sebastián Bortnik's work is focused on preventing cyber attacks.
3408,Jonathan Marks,Bioethicist,"Jonathan Marks works at the intersections of ethics, law and policy -- writing and speaking about torture, obesity, fracking, health care and other pressing issues of our time."
3409,Richard Browning,Founder,"Richard Browning is the founder of human propulsion technology startup Gravity, which has invented, built and patented a personal flight system."
3410,Natasha Hurley-Walker,Astronomer,Natasha Hurley-Walker uses novel radio telescopes to explore the universe at some of the longest wavelengths of light.
3411,"Curtis ""Wall Street"" Carroll",Financial literacy advocate,"Curtis “Wall Street” Carroll overcame poverty, illiteracy, incarceration and a lack of outside support to become a stock investor, creator and teacher of his own financial literacy philosophy."
3412,Siddhartha Roy,Environmental engineer,"Siddhartha Roy is an environmental engineer and research scientist, who works at the nexus of drinking water, public health and environmental justice. He and his team helped uncover the Flint, Michigan Water Crisis."
3413,Carina Morillo,Autism advocate,Carina Morillo is an advocate for the social inclusion of people with autism.
3414,His Holiness Pope Francis,Bishop of Rome,"Pope Francis is the head of the Roman Catholic Church and a strong advocate of global action against climate change, to which he has devoted his powerful 2015 encyclical ""Laudato Si'."""
3420,Anita Collins,Educator,"Dr. Anita Collins is an educator, researcher and writer in the field of brain development and music learning."
3438,Mei Lin Neo,Marine biologist,"TED Fellow Mei Lin Neo is helping giant clams step out of their shells and show the world that they can be the heroes of the oceans, too."
3440,Karim Abouelnaga,Education entrepreneur,Karim Abouelnaga is working to provide kids with access to high-quality academic summer programming.
3441,Christopher Ategeka,Serial entrepreneur,TED Fellow Christopher Ategeka is on a mission to ensure a sustainable future for humanity and the planet.
3442,Damon Davis,Artist and filmmaker,TED Fellow Damon Davis makes art to empower the disenfranchised and combat oppression.
3443,Matilda Ho,Serial entrepreneur,TED Fellow Matilda Ho is shaping the startup landscape to create more sustainable food systems in China.
3444,Prumsodun Ok,Interdisciplinary artist,"TED Fellow Prumsodun Ok heals, empowers and advocates using the ancient art of Khmer classical dance."
3445,Kayla Briët,Filmmaker,"TED Fellow Kayla Briët explores themes of identity and self-discovery in multiple mediums of storytelling: film, multi-media arts and music."
3447,Lauren Sallan,Paleobiologist,"TED Fellow Lauren Sallan is a ""next generation"" paleobiologist applying cutting-edge developments in big data analytics to reveal how evolution happens at the largest scales (macroevolution), particularly in the oceans."
3448,Elizabeth Wayne,Biomedical engineer,TED Fellow Dr. Elizabeth Wayne is a biomedical engineer and advocate for women in higher education.
3449,Anjan Sundaram,Author,"TED Fellow Anjan Sundaram has spent the last decade writing about 21st century dictatorships, forgotten conflicts and discrimination around the world – from the Democratic Republic of Congo to Rwanda and India."
3451,Wanuri Kahiu,Filmmaker,"Wanuri Kahiu wants to curate, commission and create art that celebrates fun, fierce and frivolous Africa."
3452,Armando Azua-Bustos,Astrobiologist,"TED Fellow Armando Azua-Bustos studies how microbial life has adapted to survive in the Atacama Desert, the driest place on Earth."
3454,Deborah Lipstadt,Historian,"Deborah Lipstadt's research focuses on the development of Holocaust denial and how to fight for the truth in an era marked by ""alternative facts."""
3455,Kate Stafford,Oceanographer,"Kate Stafford's research examines migratory movements, geographic variation and physical drivers of marine mammals, particularly large whales."
3456,Triona McGrath,Chemical oceanographer,Triona McGrath researches how the oceans are changing due to human activities.
3457,Wendy Troxel,Sleep researcher,Wendy Troxel specializes in behavioral treatments for insomnia and other sleep disorders.
3458,Nina Fedoroff,Molecular biologist,Nina Fedoroff writes and lectures about the history and science of genetically modified organisms.
3459,Anindya Kundu,Sociologist,Anindya Kundu suggests all students can succeed if provided collective support systems and opportunities.
3461,Nikki Webber Allen,Multimedia producer,Nikki Webber Allen is working to create a safe space for honest conversations about mental health in communities of color.
3462,Paul Tasner,Entrepreneur,"TED Resident Paul Tasner is the co-founder and CEO of PulpWorks, Inc., designers and manufacturers of biodegradable packaging for consumer goods."
3466,Duarte Geraldino,Journalist,Duarte Geraldino is working on a multi-year project that chronicles the lives of citizens who lose people to deportation.
3468,Jackson Bird,Digital storyteller,TED Resident Jackson Bird is using digital storytelling to demystify the transgender experience.
3470,Beth Malone,Social entrepreneur,"TED Resident Beth Malone brings bold art to public spaces across the US, encouraging artists to have a sense of humor, to be vulnerable and take creative risks."
3471,Sue Jaye Johnson,Journalist,TED Resident Sue Jaye Johnson explores the ways cultural expectations shape our public and private behavior.
3474,Dan Gartenberg,Sleep scientist,TED Resident Dan Gartenberg has spent his adult life trying to make seven and a half hours feel like eight hours.
3476,Carlos Bautista,Entrepreneur,TED Resident Carlos Bautista wants to close the information and technology gap for people in developing countries.
3481,Cheyenne Cochrane,Storyteller,Cheyenne Cochrane is an ambassador for the natural hair movement.
3482,Katrina Spade,Inventor,"Katrina Spade created a system called ""recomposition"" that transforms human bodies into soil, so that we can return to the earth after we die."
3494,Liz Hajek,Geoscientist,Liz Hajek studies sedimentary rocks to understand how landscapes change and evolve.
3495,Tricia Wang,Technology ethnographer,"With astronaut eyes and ethnographer curiosity, Tricia Wang helps corporations grow by discovering the unknown about their customers."
3496,Zachariah Mampilly,Political scientist,Zachariah Mampilly is an expert on the politics of both violent and non-violent resistance.
3498,Vivek Maru,Legal empowerment advocate,"Vivek Maru is the founder of Namati, a movement for legal empowerment around the world powered by cadres of grassroots legal advocates."
3500,Touria El Glaoui,Art fair curator,"To showcase vital new art from African nations and the diaspora, Touria El Glaoui founded the powerhouse 1-54 Contemporary African Art Fair."
3501,Tania Douglas,Biomedical engineering professor,Tania Douglas imagined how biomedical engineering could help address some of Africa's health challenges.
3502,Sethembile Msezane,Artist,"Sethembile Msezane deconstructs the act of public commemoration -- how it creates myths, constructs histories, includes some and excludes others."
3503,Sara Menker,Technology entrepreneur,"Sara Menker is founder and CEO of Gro Intelligence, a tech company that marries the application of machine learning with domain expertise and enables users to understand and predict global food and agriculture markets."
3505,Pierre Thiam,Chef,Pierre Thiam shares the cuisine of his home in Senegal through global restaurants and highly praised cookbooks.
3506,Nnedi Okorafor,Science fiction writer,Nnedi Okorafor weaves African cultures into the evocative settings and memorable characters of her science fiction work for kids and adults.
3507,Ndidi Nwuneli,Social entrepreneur and innovator,"Ndidi Okonkwo Nwuneli is an expert on social innovation, African agriculture and nutrition, entrepreneurship and youth development."
3512,Leo Igwe,Human rights activist,"Leo Igwe works to end a variety of human rights violations that are rooted in superstition, including witchcraft accusations, anti-gay hate, caste discrimination and ritual killing."
3513,Christine Thach,Refugee champion,"Christine Thach grew up in a culture of shared value. The daughter of a Cambodian refugee, a sense of collectivism threaded itself throughout the community that raised her. She now applies this style of thinking to her work, where she finds ways to add value to the customer and company in tandem."
3514,David Lee,Innovation leader,UPS’s David Lee works to create platforms that make it easier for people to turn fuzzy ideas into concrete solutions.
3515,Jeff Kozak,Fuel strategist,"For Jeff Kozak’s first assignment in the Air Force, he flew strategic airlifts during Desert Storm, transporting everything from troops to vehicles to munitions. Maximizing fuel efficiencies for the long flight legs between Europe and the Middle East was essential for success. His abilities to plan, execute and be precise were fine-tuned during his time as a pilot transporting United States leadership. Today, he continues to move fuel part-time into contested environments. He spends the rest of his working life at UPS, where he applies his expertise to implementing a new fueling strategy."
3516,Jennifer Allison,Artist,"At UPS, Jennifer Allison designs applications that allow customers to complete complex tasks that feel simple. Inspired by her personal experiences, she leads her UX team with a rare philosophy: designing solutions for disabled users will ultimately improve the experience for all customers. A user interface designer by day, by night she's an avid painter and has published several coloring books."
3517,John McKown,Truck-driving activist,"Since joining UPS Freight in 2005, John McKown has driven more than two million accident-free miles. He is proud to share his knowledge about highway safety with the nation’s youth as a Road Team Captain, a title bestowed on a select group of exemplary drivers by the American Trucking Association. His experience on the road has also made him aware of the devastating problem of human trafficking on America’s highways—and has made him an ally in the fight to stop it."
3518,Jon Bowers,Perfection enthusiast,UPS's Jon Bowers oversees driver and delivery training at one of the company's next-generation training facilities.
3519,Julio Gil,Logistics expert,"UPS's Julio Gil thinks that technology is flipping the equation on future cities, and that rural may soon become the new urban."
3520,Mike Kinney,Business development manager,Mike Kinney plays a crucial role in helping customers reach their full potential.
3521,Sebastian Guo,Multicultural millenial,"Growing up in China while its youth culture was transforming, then living in the US and Germany, Sebastian Guo has witnessed a diversity of burgeoning millennial cultures. He began his UPS career in Atlanta as an international marketing intern, identifying opportunities in markets around the world. Now he works in Singapore, where he develops marketing analytics and infrastructure to drive revenue growth across 14 Asian markets."
3522,Thomas Madrecki,Urban happiness planner,"As the director of urban innovation and mobility, Thomas Madrecki leads partnerships between UPS and city leaders to reduce congestion, increase quality of life and shape policy. Madrecki was a strategic communications manager before he took this position, and was overseeing public relations with a focus on federal policy in transportation and sustainability."
3523,Uma Adwani,Numbers romantic,"Uma Adwani is a billing supervisor at UPS’s global service center in Pune, India. She grew up a math-hater in a small town in India, at one point proposing that she was allergic to numbers. But this all changed when she was assigned to teach math as a primary school teacher in the Indian metropolis of Pune. She discovered something magical in multiplication tables, and her love story with math began."
3524,Kym Worthy,Prosecutor,"Kym Loren Worthy is the prosecutor of Wayne County, Michigan, home to Detroit."
3531,Kamau Gachigi,Technologist,"At Gearbox, Kamau Gachigi empowers Kenya's next generation of creators to prototype and fabricate their visions."
3532,Joel Jackson,Transport entrepreneur,"TED Fellow Joel Jackson is the founder and CEO of Mobius Motors, set to launch a durable, low-cost SUV made in Africa."
3533,Iké Udé,Artist,"The work of Nigerian-born Iké Udé explores a world of dualities: photographer/performance artist, artist/spectator, African/post-nationalist, mainstream/marginal, individual/everyman and fashion/art."
3534,Gus Casely-Hayford,Cultural historian,"Gus Casely-Hayford writes, lectures, curates and broadcasts about African culture."
3536,DK Osseo-Asare,Designer,DK Osseo-Asare creates architecture with and for the people that design overlooks.
3538,Fredros Okumu,Mosquito scientist,"Fredros Okumu studies human-mosquito interactions, hoping to better understand how to keep people from getting malaria."
3539,Olúfẹ́mi Táíwò,Historian,"Drawing on a rich cultural and personal history, Olúfẹ́mi Táíwò studies philosophy of law, social and political philosophy, Marxism, and African and Africana philosophy."
3540,George Steinmetz,Aerial photographer,"Best known f­or his exploration photography, George Steinmetz has a restless curiosity for the unknown: remote deserts, obscure cultures and the ­mysteries of science and technology."
3542,Chika Ezeanya-Esiobu,Indigenous knowledge expert,"Working across disciplines, Chika Ezeanya-Esiobu explores homegrown and grassroots approaches to the sustainable advancement of Sub-Saharan Africa."
3544,Iyad Rahwan,Computational social scientist,"Iyad Rahwan's work lies at the intersection of the computer and social sciences, with a focus on collective intelligence, large-scale cooperation and the social aspects of artificial intelligence."
3546,Chris Sheldrick,Entrepreneur,"Chris Sheldrick is providing a precise and simple way to talk about location, by dividing the world into a grid of three-meter by three-meter squares and assigning each one a unique three-word address."
3548,Thandiswa Mazwai,Singer,Thandiswa Mazwai is one of the most influential South African musicians of this generation.
3549,Dayo Ogunyemi,Cultural media builder,"As an entrepreneur and investor in film, media and technology, Dayo Ogunyemi reconstructs the image and reality of Africa."
3551,Kola Masha,Agricultural leader,"Kola Masha is the founder of Babban Gona, the first for-profit social enterprise in history to be awarded the prestigious Skoll Award, due to its financial sustainability and highly scalable impact. The organization is part-owned by the farmers they serve."
3552,Kevin Njabo,Conservation biologist,"Kevin Njabo is coordinating the development of UCLA's newly established Congo Basin Institute (CBI) in Yaoundé, Cameroon."
3553,Amar Inamdar,Investor,"Amar Inamdar works with businesses and entrepreneurs to imagine, create and grow markets that address our biggest social and environmental challenges."
3554,Ronald Sullivan,Clinical professor of law,"Ronald Sullivan is a leading theorist in the areas of criminal law, criminal procedure, trial practice and techniques, legal ethics and race theory."
3555,Alexander Wagner,Economist,"Alexander Wagner balances two passions: the thrill of seeking knowledge about fundamentals of human behavior for knowledge's sake, and the desire to apply insights in the real world and to improve the workings of markets and organizations."
3556,Richard J. Berry,Mayor of Albuquerque,Richard J. Berry is the mayor of Albuquerque -- the 32nd largest city in America and the largest city in New Mexico.
3557,Niki Okuk,Entrepreneur,Niki Okuk is working to create social and economic justice and worker dignity.
3558,Tara Winkler,Child protection leader,Tara Winkler helps vulnerable children escape poverty and be cared for within their families.
3559,David Baron,Science writer,"David Baron writes about science in books, magazines, newspapers and for public radio. He formerly served as science correspondent for NPR and science editor for PRI’s The World."
3560,Carolyn Bertozzi,Chemical biologist,Professor Carolyn Bertozzi is a chemical biologist who invents technologies and medicines based on disease-causing sugar molecules.
3564,Benjamin Grant,Artist,"Through his mesmerizing satellite photographs, Benjamin Grant offers us a new way of seeing of our planet and ourselves."
3565,Chance Coughenour,Digital archaeologist,Chance Coughenour is recreating heritage and culture that's been lost throughout the world.
3566,Magatte Wade,Brand creator,Magatte Wade creates jobs in Africa -- and calls attention to the obstacles to job creation on the continent.
3567,Niti Bhan,Human-centered strategist,"Through exploratory and human-centered research, Niti Bhan discovers and makes tangible pragmatic opportunities for sustainable and inclusive value creation."
3569,Erin Marie Saltman,Policy researcher,"Dr. Erin Marie Saltman manages Facebook's counterterrorism and counter-extremism policy work for Europe, the Middle East and Africa."
3571,Helen Czerski,Physicist,Dr. Helen Czerski investigates the physics of ocean bubbles and spends a lot of time sharing the big scientific ideas hidden in the small objects around us.
3572,Chetan Bhatt,Sociologist,Chetan Bhatt teaches and writes about the numerous dangers human rights face today from resurgent Far Right movements.
3573,Jennifer Granick,Surveillance and cybersecurity counsel,Jennifer Granick fights for civil liberties in the age of surveillance and powerful digital technology.
3574,Kasiva Mutua,Drummer,Kasiva Mutua is working to elevate the place of the African woman in music.
3575,Edsel Salvaña,Molecular biologist,"TED Senior Fellow Edsel Salvana is studying the genetics of HIV, developing an affordable test for HIV drug resistance and fighting the spread of misinformation around vaccines and immunization."
3576,Adong Judith,Playwright,Adong Judith uses art as a vehicle to drive social change and trains aspiring makers to create art that dares to ask serious questions.
3577,Mike Gil,Marine biologist,TED Fellow Mike Gil conducts field experiments and builds mathematical models to understand how marine ecosystems function.
3578,Nighat Dad,Lawyer,"TED Fellow Nighat Dad heads the Digital Rights Foundation, Pakistan -- a researched based advocacy not-for-profit geared towards ICT to support human rights, democratic processes, and digital governance."
3579,Pratik Shah,Medical technologist,"TED Fellow Pratik Shah creates novel intersections between engineering, medical imaging, machine learning and medicine."
3580,Mennat El Ghalid,Mycologist,Mennat El Ghalid research aims to understand the molecular mechanisms underlying fungal biology and pathogenicity.
3581,Carl Joshua Ncube,Stand-up comic,TED Fellow Carl Joshua Ncube is one of Zimbabwe's best-known comedians.
3582,Susan Emmett,Ear surgeon,"TED Fellow Susan Emmett studies global hearing health disparities in 15 countries and Indigenous groups around the world, in an effort to fight preventable hearing loss."
3584,Robert Hakiza,Urban refugee expert,"TED Fellow Robert Hakiza is the co-founder of the Young African Refugees for Integral Development (YARID), which empowers refugees and builds community through vocational education, English classes, access to sports and computer literacy skills."
3585,Marc Bamuthi Joseph,Writer,Marc Bamuthi Joseph investigates cultural erasure through performances that range from opera to dance theater.
3586,Miho Janvier,Space physicist,"TED Fellow Miho Janvier studies the the Sun -- in particular the origin of phenomena called ""solar storms"" which can impact planets in the solar system."
3590,Katlego Kolanyane-Kesupile,Artist,"Katlego Kolanyane-Kesupile is the founder of the Queer Shorts Showcase Festival, Botswana's first and only LGBT-themed theatre festival."
3591,Soyapi Mumba,Technology innovator,TED Fellow Soyapi Mumba creates technology solutions for low-resource environments.
3592,Walé Oyéjidé,Designer,TED Fellow Walé Oyéjidé combats bias with creative storytelling.
3593,Su Kahumbu,Agriculturalist,TED Fellow Su Kahumbu is working to improve farmer livelihoods and contribute to nutritional security and environmental sustainability.
3595, Sauti Sol,Afro-pop innovators,Sauti Sol blends warm resonant pop with traditional Kenyan influences. Their mélange of energetic rhythms has promoted the group to become one of Africa’s most celebrated.
3599,Peter Ouko,Prison reform advocate,Pete Ouko champions access to justice for inmates and the indolent in Africa.
3603,Caitlin Quattromani and Lauran Arledge,Marketing leader,
3605,Deb Willis and Hank Willis Thomas,Curator,Deb Willis is a photographer and writer in search of beauty.
3606,Azim Khamisa and Ples Felix,Author,"Azim Khamisa speaks to students and adults on nonviolence, forgiveness and peace-building, and he is a founder of two nonprofit organizations that target youth violence."
3607,Dixon Chibanda,Psychiatrist,"Dixon Chibanda is passionate about the human brain, how it influences our behavior and what we can do to make everybody happy."
3608,Joan Blades and John Gable,Domestic peace advocate,Joan Blades shares a simple six-person conversation guide that helps people with differences get to know and even like each other.
3609,Eve Abrams,Audio documentarian,"Eve Abrams makes radio stories, mostly about her adopted hometown, New Orleans."
3612,Tiffany Kagure Mugo and Siphumeze Khundayi,Curator,"The curator of HOLAAfrica, Tiffany Kagure Mugo is a wine bar philosopher who pontificates on all things and is willing to learn about everything else."
3615,Theo E.J. Wilson,Public intellectual,Theo E.J. Wilson encourages us to break through the divides that separate us.
3616,Nancy Rabalais,Marine scientist,Nancy Rabalais has studied coastal marine ecosystems for more than 40 years now and loves to share that knowledge.
3617,Liz Ogbu,Designer,Liz Ogbu is a global expert on engaging and transforming unjust urban environments.
3618,Teresa Njoroge,Criminal and social justice reform advocate,"At Clean Start Kenya, Teresa Njoroge builds bridges connecting the formerly imprisoned to the outside world and vice versa."
3619,Clemantine Wamariya,Storyteller,"In her work, Clemantine Wamariya is learning and sharing how remembering our life experiences in story form guides us to make sense and appreciate our present moments."
3620,Anjali Kumar,General counsel,"Anjali Kumar is a Brooklyn-born, first-generation Indian American author, attorney, advisor, speaker and “idea acupuncturist.”"
3622,Felice Belle and Jennifer Murphy,Poet,Felice Belle consumes and creates stories to make sense of the world and her place in it. She spends her free time solving fictional crimes.
3623,John Cary,Design ambassador,"An architect by training, John Cary has devoted his career to expanding the practice of design for the public good."
3626,Wendy Suzuki,Neuroscientist,"Wendy Suzuki is researching the science behind the extraordinary, life-changing effects that physical activity can have on the most important organ in your body: your brain."
3627,Minda Dentler,Athlete,"A record-setting triathlete, Minda Dentler is a polio survivor committed to inspiring people to move beyond their fear of failure and achieve their goals."
3628,Tara Houska,Tribal attorney and advocate,Tara Houska is an attorney who fights for indigenous rights and justice.
3634,Priya Vulchi and Winona Guo,Social entrepreneur,"Priya Vulchi is a co-founder of CHOOSE and author of ""Tell Me Who You Are"" (Penguin Random House, June 2019). She will graduate from Princeton University in 2022."
3636,Shameem Akhtar,Writer,"Shameem Akhtar is a teacher working to empower girls in Sindh, a province in the southeast of  Pakistan."
3637,Nadine Hachach-Haram,Surgeon,"The co-founder of Proximie, Nadine Hachach-Haram is a curious surgeon with a passion for technology and innovation -- and a desire to make a difference in the world."
3638,Deanna Van Buren,Activist,"Deanna Van Buren is an architect who designs spaces for peacemaking, inside and out."
3639,Susan David,Psychologist,"Harvard Medical School psychologist Susan David studies emotional agility: the psychology of how we can use emotion to bring forward our best selves in all aspects of how we love, live, parent and lead."
3641,Lera Boroditsky,Cognitive scientist,Lera Boroditsky is trying to figure out how humans get so smart.
3643,Cleo Wade,Artist,"Cleo Wade creates uplifting messages, blending simplicity with positivity and arresting honesty."
3648,Justin Baldoni,Actor,"An outspoken feminist, Justin Baldoni has been doubling down on his efforts to start a dialogue with men to redefine masculinity."
3649,Valarie Kaur,Activist,"Valarie Kaur is a social justice activist, lawyer, filmmaker, innovator, mother and Sikh American thought leader who founded the Revolutionary Love Project -- a movement that envisions a world where love is a public ethic."
3651,Naomi McDougall Jones,Actress,"Naomi McDougall Jones is a vocal advocate and activist for bringing gender parity to film, both on and off screen."
3660,Karen Lloyd,Marine microbiologist,"Karen Lloyd investigates novel types of microbes in Earth's deep surface biosphere, collecting them from remote places such as Arctic fjords, volcanoes in Costa Rica, even deep in mud near the Marianas Trench."
3668,Wendy Woods,Social impact strategist,"Wendy Woods is a Managing Director and Senior Partner of Boston Consulting Group (BCG) and Vice Chairman of BCG's Social Impact practice, which she helped create."
3670,Isabel Wilkerson,Journalist,"The author of ""The Warmth of Other Suns,"" the story of the Great Migration, Isabel Wilkerson is a Pulitzer-winning journalist who uses narrative history to bring to light our shared humanity."
3672,Euna Lee,Journalist,Euna Lee strives to be a voice for the voiceless and a window for those with no access to outside information.
3677,Helen Gillet,Cellist,"Jazz-based cellist, singer, composer and improviser Helen Gillet performs her own eclectic mix of French, contemporary jazz, North Indian, blues and classical styles."
3679,Anushka Naiknaware,Scientist,"In 2016, at age 13, Anushka Naiknaware was the youngest winner of the Google Science Fair, with her invention of a clever new bandage that tells caregivers when it needs to be changed."
3680,"Mwende ""FreeQuency"" Katwiwa",Writer,"Mwende ""FreeQuency"" Katwiwa is a storyteller, a truth-teller, a builder and breaker trying to figure out what it means to be human in a world that removes so much of our humanity in order to survive."
3681,Asali DeVan Ecclesiastes,Community servant,Asali DeVan Ecclesiastes imagines equitable solutions to community and societal problems and works with her community to implement those solutions.
3689,G.T. Bynum,Mayor of Tulsa,G.T. Bynum is using data-driven outcomes and trackable goals to break down historic lines of division.
3690,Giulia Enders,Doctor,Giulia Enders is working to reveal how our gut is at the core of who we are.
3691,Luvvie Ajayi Jones,Creator,"Luvvie Ajayi Jones is a two-time New York Times bestselling author, podcast host and sought-after speaker who thrives at the intersection of humor, media and justice."
3692,Inés Hercovich,Sociologist,Inés Hercovich is a pioneer in the study of sexual violence against women.
3693,Paul Hessburg,Research ecologist,Paul Hessburg studies very large forest landscapes and what makes them tick.
3695,Leah Chase and Pat Mitchell,Restaurateur,Leah Chase spent seven decades serving her signature gumbo and hospitality to everyone from Martin Luther King Jr. to James Baldwin to Barack Obama.
3714,Martina Flor,Lettering designer,"Martina Flor combines her talents as designer and illustrator in the drawing of letters. Through her work as an artist and teacher, she has helped establish letter design in the European design scene."
3749,Agnes Binagwaho,Global health fighter,Agnes Binagwaho helped rebuild the Rwandan health care system and continues to fight for positive change in global health.
3757,Boy Girl Banjo,Singer-songwriter,Anielle Reid is an American singer-songwriter and banjoist.
3758,Danielle Wood,Space engineer and development scholar,Danielle Wood designs satellites and space technology applications that contribute to sustainable development.
3761,Andrew Dent,Material innovator,"A leading expert on sustainable materials, Andrew Dent has played an important part in creating a new generation of more sustainable products."
3763,Drew Philp,Journalist,"Drew Philp is the author of ""A $500 House in Detroit: Rebuilding an Abandoned Home and an American City,"" a memoir of rebuilding a former abandoned home while finding his place in his city, country, race and generation."
3778,Adam Cutler,Computer relationship expert,"As an IBM Distinguished Designer, Adam Cutler has spent the last 18 months exploring the intersection of artificial intelligence and human nature. His team is studying the fundamentals of how human relationships form and develop, with an eye on applying these same concepts to the growing number of relationships between humans and machines."
3779,David Katz,Plastics alchemist,"David is founder and CEO of The Plastic Bank, the world’s only organization to monetize plastic waste and provide an opportunity for the world's disadvantaged to collect and trade plastic waste as a currency."
3780,Natalie Gunn,Biological architect,"Natalie obtained her postgraduate degree in structural biology and now focuses her_x000D_
research in the world of AI and technology. In her studies, she investigated the structure and function of a protein important in cancer. She has brought her biological background to IBM Research, where she and her team develop innovative machine learning applications to solve the top challenges in healthcare. Natalie is passionate about translating the work she does to improve the lives of people all around the world."
3781,Phil Tetlow,Information guru,"Phil Tetlow is an Executive IT Architect and a valued member of the Academy of Technology’s Leadership team, who is contributing in ways that often assist, improve and stimulate leading-edge ideas. Phil joined IBM Software Group, in 2013, to help lead the data and analytics team in the UK, advising IBM’s European execs on data strategy and technology trends. He’s won a major international award for his first book, “The Web’s Awake”, gained the first PhD in Web Science and has been credited as being one of the field’s pioneers. Data in general and Ultra Large-Scale Systems are his thing."
3782,Rana Novack,Refugee advocate,"Rana is a Syrian American advocate for refugees and civilians in conflict, and the solution owner of IBM’s Refugee & Migration Predictive Analytics Solution -- a first-of-a-kind solution, leveraging machine learning and cognitive computing to enable Government agencies and humanitarian aid organizations to better manage refugee and migration crises._x000D_
She’s been published in the Wall Street Journal, WIRED magazine, and her work has_x000D_
been cited by Yale University and the Foreign Policy Initiative."
3783,Raphael Arar,Designer,IBM's Raphael Arar creates art and designs experiences that examine the complexities of our increasingly technocentric lives.
3784,Robin Hauser,Documentary activist,"Robin is the director and producer of cause‐based documentary films at Finish Line Features, Inc. and Unleashed Productions, Inc. As a business woman, long time professional photographer and social entrepreneur, Robin brings her leadership skills, creative eye and passion to her documentary film projects. Her artistic vision and experience in the business world afford her a unique perspective on what it takes to motivate an audience. Her most recent award‐winning film, CODE: Debugging the Gender Gap, premiered at Tribeca Film Festival 2015, and has caught the eye of the international tech industry and of policy makers and educators in Washington, DC and abroad. Robin is currently directing and producing bias, a documentary about unconscious bias and how it affects our lives socially and in the workplace."
3785,Simone Bianco and Tom Zimmerman,Cell engineer,"A theoretical physicist by training, IBM's Simone Bianco believes that the 21st century will be the century when the synergy between AI and biology will be fully realized."
3787,Tapiwa Chiwewe,AI researcher,"Tapiwa Chiwewe, PhD, manages the advanced and applied artificial intelligence group at IBM Research – Africa, which uses artificial intelligence to develop solutions for some of Africa's grand challenges whilst making scientific advances."
3788,Eric Berridge,Entrepreneur,Eric Berridge is an entrepreneurial humanist who believes our society is overly obsessed with STEM.
3789,Lisa Feldman Barrett,Neuroscientist,"Lisa Feldman Barrett, PhD is a University Distinguished Professor of Psychology at Northeastern University, with positions in psychiatry and radiology at Massachusetts General Hospital and Harvard Medical School."
3791,Eleftheria Pissadaki,Brain disruptor,"Eleftheria Pissadaiki, PhD, has a long-term interest in brain diseases, neurodegeneration and particularly in the etiopathology of Parkinson’s disease. In joining the high impact research and human studies team at IBM, Eleftheria contributes her neuroscientist research on projects related to human care, Parkinson’s disease and the detection of motor signatures that foreshadow daily fluctuations of the disease’s symptoms."
